Category,message,Mensagem
spam,Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p,Responda com seu nome e endereço e você receberá pelo correio uma semana de hospedagem totalmente gratuita em diversos locais ao redor do mundo. www.phb1.com Tel.: 08700435505150p
ham,So ü'll be submitting da project tmr rite?,"Então você vai enviar o projeto amanhã, certo?"
spam,FREE entry into our £250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.,Entrada GRATUITA no nosso sorteio semanal de £250! Basta enviar a palavra ENTER para 84128 AGORA. 18 Termos e Condições www.textcomp.com Atendimento ao cliente 08712405020.
ham,Jus ans me lar. U'll noe later.,Só eu. Você não vai mais tarde.
ham,I want to send something that can sell fast.  &lt;#&gt; k is not easy money.,Quero enviar algo que venda rápido. <#> k não é dinheiro fácil.
ham,have got * few things to do. may be in * pub later.,Tenho algumas coisas para fazer. Talvez eu vá a um pub mais tarde.
ham,1's finish meeting call me.,"Assim que a reunião terminar, me ligue."
ham,Lol ok. I'll snatch her purse too.,"Ok, então. Vou pegar a bolsa dela também."
ham,Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx,Olá-/@drivby-:0parei bêbado desculpe se isso não faz sentido-não sei como ^ dance 2 drum n basq!eu me divirto 2nhite x ros xxxxxxx
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,"Qual a sua opinião sobre mim? 1. Mais de 2. Jada 3. Kusruthi 4. Adorável 5. Silenciosa 6. Personalidade especial 7. Imatura 8. Estilosa 9. Simples Por favor, responda."
ham,How much are we getting?,Quanto vamos receber?
ham,Is ur paper in e morn or aft tmr?,Seu trabalho será entregue amanhã de manhã ou depois?
ham,"Dear relieved of westonzoyland, all going to plan this end too!","Prezado aliviado de Westonzoyland, tudo indo conforme o planejado por aqui também!"
ham,Hope you are having a great new semester. Do wish you the very best. You are made for greatness.,Espero que esteja tendo um ótimo novo semestre. Desejo-lhe tudo de bom. Você nasceu para a grandeza.
ham,Oh yes I can speak txt 2 u no! Hmm. Did u get  email?,"Ah sim, eu consigo te mandar mensagem, né? Hum. Você recebeu o e-mail?"
ham,"I want to show you the world, princess :) how about europe?","Quero te mostrar o mundo, princesa :) Que tal a Europa?"
ham,Nobody can decide where to eat and dad wants Chinese,Ninguém consegue decidir onde comer e o pai quer comida chinesa.
ham,No shoot me. I'm in the docs waiting room. :/,Não atire em mim. Estou na sala de espera do médico. :/
ham,Now? I'm going out 4 dinner soon..,Agora? Vou sair para jantar daqui a pouco.
ham,Hello which the site to download songs its urgent pls,"Olá, qual é o site para baixar músicas? É urgente, por favor."
ham,"I do know what u mean,  is the king of not havin credit! I'm goin2bed now. Night night sweet! Only1more sleep!","Eu sei o que você quer dizer, sou o rei de não ter crédito! Vou dormir agora. Boa noite, querido! Só mais uma soneca!"
ham,Horrible gal. Me in sch doing some stuff. How come u got mc?,Que garota horrível. Eu na escola fazendo umas coisas. Como você conseguiu um atestado médico?
ham,"HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x","Oi querida! Não vou hoje à noite. Diga a todos que sinto muito por mim. Espero que você tenha se divertido! Ligo hoje à noite. Acho que pode estar resolvido, mas explico tudo na segunda. Mais tarde. x"
ham,"I call you later, don't have network. If urgnt, sms me.","Te ligo mais tarde, estou sem sinal. Se for urgente, me mande uma mensagem."
ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,"Ummmmmaah, muitos e muitos parabéns pelo seu aniversário, meu querido amor... FELIZ ANIVERSÁRIO, querida!"
spam,Please CALL 08712402779 immediately as there is an urgent message waiting for you,"Por favor, ligue imediatamente para 08712402779, pois há uma mensagem urgente para você."
ham,Yeah like if it goes like it did with my friends imma flip my shit in like half an hour,"É, se rolar como rolou com meus amigos, eu vou surtar em meia hora."
ham,Mum say we wan to go then go... Then she can shun bian watch da glass exhibition...,"Mamãe disse que a gente quer ir, então vamos... Aí ela pode evitar ir ver a exposição de vidro..."
ham,What your plan for pongal?,Qual é o seu plano para o Pongal?
ham,Just wait till end of march when el nino gets himself. Oh.,"Aguarde até o final de março, quando El Niño chegar. Ah."
ham,"Not yet chikku..going to room nw, i'm in bus..","Ainda não, Chikku... indo para o quarto agora, estou no ônibus..."
ham,Am also doing in cbe only. But have to pay.,Eu também estou fazendo isso apenas em CBE. Mas tenho que pagar.
ham,Honey boo I'm missing u.,"Meu bem, estou com saudades de você."
ham,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us","Enviamos a descrição da vaga de Executivo de Atendimento ao Cliente e Contas para o seu e-mail. Para mais detalhes, entre em contato conosco."
ham,"Yo, I'm at my parents' gettin cash. Good news: we picked up a downstem","E aí, tô na casa dos meus pais sacando dinheiro. Boa notícia: pegamos um downstem."
ham,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy!","Muito obrigada. Quando conversamos por Skype com a KZ e a Sura, infelizmente não tivemos o prazer da sua companhia. Espero que esteja bem. Já demos um ultimato! Estamos em contagem regressiva para o Aburo. Aproveite!"
spam,"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)","Homens gays famintos e a fim de sexo agora. Ligue para 08718730555 por apenas 10 centavos/minuto. Para parar de receber mensagens, ligue para 08712460324 (10 centavos/minuto)."
ham,Ok. No wahala. Just remember that a friend in need ...,Ok. Sem problemas. Só lembre-se que um amigo na hora da necessidade...
ham,I will see in half an hour,Te vejo em meia hora.
ham,"Im in inperialmusic listening2the weirdest track ever byleafcutter john-sounds like insects being molested&someone plumbing,remixed by evil men on acid!","Estou no Imperial Music ouvindo a faixa mais estranha de todos os tempos do 'Leafcutter John' - parece insetos sendo molestados e alguém mexendo no encanamento, remixada por homens malignos sob efeito de ácido!"
ham,"Hey sorry I didntgive ya a a bellearlier hunny,just been in bedbut mite go 2 thepub l8tr if uwana mt up?loads a luv Jenxxx.","Oi, desculpa por não ter te ligado antes, querida, eu estava na cama, mas posso ir ao pub mais tarde se você quiser. Beijos, Jenxxx."
ham,SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.,Sério. Diga essas mesmas palavras para ela agora mesmo.
spam,Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Calls£1/minmoremobsEMSPOBox45PO139WA,"Você pode atender o telefone AGORA? Quero conversar e marcar um encontro. Me ligue AGORA no 09096102316. Você pode vir aqui amanhã. Beijos, JANE xx Ligações £1/minuto, mais celulares EMSPOBox45PO139WA"
ham,"Tee hee. Off to lecture, cheery bye bye.","Hehe. Indo para a palestra, tchauzinho alegre."
ham,"Sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u..","Desculpe, Chikku, meu celular está com problema, por isso não consegui te responder nem te mandar mensagem."
ham,If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number,"Se você ainda não recolheu a massa, por favor, avise-me para que eu possa ir ao local onde a enviei e obter o número de controle."
ham,Ok...,OK...
spam,network operator. The service is free. For T & C's visit 80488.biz,"Operadora de rede. O serviço é gratuito. Para consultar os termos e condições, visite 80488.biz."
ham,Let me know how to contact you. I've you settled in a room. Lets know you are ok.,Me diga como posso entrar em contato com você. Já te acomodei em um quarto. Me avise se você está bem.
ham,Wot u up 2 u weirdo?,"E aí, seu esquisito?"
ham,Can do lor...,Posso fazer isso...
ham,Dont put your phone on silent mode ok,"Não coloque seu telefone no modo silencioso, ok?"
ham,Can i meet ü at 5.. As 4 where depends on where ü wan 2 in lor..,"Posso encontrar você às 5? Quanto às 4, onde depende de onde você quer estar?"
ham,Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?,Estou esperando meu programa de TV começar... Você ainda está ocupado fazendo seu relatório?
ham,Oh ho. Is this the first time u use these type of words,"Oh, oh. É a primeira vez que você usa esse tipo de expressão?"
ham,Am I the only one who doesn't stalk profiles?,Sou só eu que não fico stalkeando perfis?
ham,"Ever green quote ever told by Jerry in cartoon ""A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt","Uma frase clássica dita por Jerry no desenho animado: ""Quem te irrita sempre é quem te ama muito, mas não demonstra...!..!! :-) :-) Boa noite"
ham,Yes i thought so. Thanks.,"Sim, eu imaginei. Obrigado."
ham,But if she.s drinkin i'm ok.,"Mas se ela estiver bebendo, tudo bem para mim."
ham,"Just wondering, the others just took off","Só por curiosidade, os outros simplesmente decolaram."
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng","A noite terminou por mais um dia, a manhã chegou de uma forma especial. Que você sorria como os raios de sol e deixe suas preocupações na baía azul. Bom dia!"
ham,"What do you do, my dog ? Must I always wait till the end of your day to have word from you ? Did you run out of time on your cell already?","O que você faz, meu cachorro? Tenho que esperar até o fim do seu dia para ter notícias suas? Seu celular já não tem mais crédito?"
ham,Happy new year to u too!,Feliz Ano Novo para você também!
ham,"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May","Ei... Ótima oferta... Visita guiada à fazenda das 9h às 17h por US$ 95 por pessoa, com depósito de US$ 50 até 16 de maio."
ham,Eat jap done oso aft ur lect wat... Ü got lect at 12 rite...,"Coma jap feito oso depois da sua aula... Você tem aula às 12, né..."
ham,"Hey babe! I saw you came online for a second and then you disappeared, what happened ?","Oi, amor! Vi que você entrou online por um segundo e depois sumiu. O que aconteceu?"
ham,Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes,"Meu aniversário na certidão é em abril, mas a data real é hoje. Mas não publique isso. Eu te darei um presente especial se você guardar segredo. De qualquer forma, obrigada pelos votos de felicidades."
ham,Happy birthday... May all ur dreams come true...,Feliz aniversário... Que todos os seus sonhos se realizem...
ham,Aiyah u did ok already lar. E nydc at wheellock?,"Aiyah, você já se saiu bem, lar. E nydc em wheellock?"
ham,TELL HER I SAID EAT SHIT.,DIGA A ELA QUE EU MANDEI IR SE FERRAR.
ham,Sure! I am driving but will reach my destination soon.,"Claro! Estou dirigindo, mas chegarei ao meu destino em breve."
ham,"K so am I, how much for an 8th? Fifty?","Ok, eu também. Quanto custa um oitavo? Cinquenta?"
ham,Your daily text from me – a favour this time,Sua mensagem diária minha – um favor desta vez.
ham,Great to hear you are settling well. So what's happenin wit ola?,"Que bom saber que você está se adaptando bem. E aí, o que está acontecendo com a Ola?"
ham,Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one,"Esses filhos da puta. Se isso te consola, iPads são lixo inútil, itens de novidade, e você deveria se sentir mal por sequer querer um."
ham,I tot u reach liao. He said t-shirt.,Achei que você já tinha chegado. Ele disse camiseta.
ham,"FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT","Fran, decidi ir embora. Estou completamente sem dinheiro e exausta. Levantei por volta das 3. Te vejo amanhã. Beijos, Janx. P.S.: Este é o celular do meu pai, sem crédito."
ham,I cant pick the phone right now. Pls send a message,"Não posso atender o telefone agora. Por favor, envie uma mensagem."
ham,Your right! I'll make the appointment right now.,Você tem razão! Vou marcar a consulta agora mesmo.
ham,Designation is software developer and may be she get chennai:),O cargo dela é desenvolvedora de software e talvez ela consiga uma vaga em Chennai :)
spam,Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186,Aproveite o Jamster Videosound Gold Club com seus créditos para 2 novos vídeos sonoros + 2 logotipos + notícias musicais! Divirta-se ainda mais em jamster.co.uk! Somente para maiores de 16 anos. Precisa de ajuda? Ligue para: 09701213186
spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply","Obtenha o toque ""3 Lions England"", responda com ""lionm 4 mono"" ou ""lionp 4 poly"". Para mais opções, acesse www.ringtones.co.uk, o original e o melhor. Toques a 3 GBP, conforme tarifas da operadora de rede."
ham,I jokin oni lar.. Ü busy then i wun disturb ü.,"Estou brincando, oni lar... Ü ocupado, então não vou te incomodar."
ham,"Ok, be careful ! Don't text and drive !","Ok, tenha cuidado! Não mande mensagens enquanto dirige!"
ham,"I.ll always be there, even if its just in spirit. I.ll get a bb soon. Just trying to be sure i need it.","Sempre estarei presente, mesmo que seja apenas em espírito. Vou comprar um bebê em breve. Só estou tentando ter certeza de que preciso dele."
ham,U r too much close to my heart. If u go away i will be shattered. Plz stay with me.,"Você é muito importante para mim. Se você for embora, ficarei arrasado(a). Por favor, fique comigo."
ham,I love u 2 babe! R u sure everything is alrite. Is he being an idiot? Txt bak girlie,"Eu também te amo, querida! Tem certeza de que está tudo bem? Ele está sendo idiota? Responde, amiga!"
ham,How abt making some of the pics bigger?,Que tal aumentar o tamanho de algumas das imagens?
ham,Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.,"Comprei duas cores. Uma é bem clara e a outra é mais escura. Na verdade, já terminei, ela está arrumando meu cabelo agora."
ham,"Whenevr ur sad, Whenevr ur gray, Remembr im here 2 listn 2 watevr u wanna say, Jus walk wid me a little while,&amp; I promise I'll bring back ur smile.:-)","Sempre que você estiver triste, sempre que estiver abatido, lembre-se que estou aqui para ouvir o que você quiser dizer. Apenas caminhe comigo um pouco, e prometo que trarei seu sorriso de volta. :-)"
ham,Why nothing. Ok anyway give me treat,"Por que nada? Ok, de qualquer forma, me dá um mimo."
spam,"Win the newest “Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!","Ganhe o mais recente ""Harry Potter e a Ordem da Fênix (Livro 5)"" respondendo a 5 perguntas - seja o primeiro entre os leitores!"
ham,Ok...,OK...
ham,Correct. So how was work today,Correto. E como foi o trabalho hoje?
ham,"Just sent again. Do you scream and moan in bed, princess?","Acabei de enviar novamente. Você grita e geme na cama, princesa?"
ham,"I wake up long ago already... Dunno, what other thing?","Já acordei faz tempo... Sei lá, o que mais?"
ham,Oh just getting even with u.... u?,"Ah, só para se vingar de você... de você?"
ham,I thk 50 shd be ok he said plus minus 10.. Did ü leave a line in between paragraphs?,"Acho que 50 deve estar bom, ele disse mais ou menos 10... Você deixou uma linha entre os parágrafos?"
ham,Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz,"Você pode me ligar, por favor? Seu número aparece como fora da área de cobertura. Tenho uma ligação urgente em Vasai e preciso chegar antes das 16h, então, por favor, me ligue."
ham,Yeah jay's sort of a fucking retard,"É, o Jay é meio que um retardado do caralho."
ham,"Sorry, was in the bathroom, sup","Desculpe, estava no banheiro, ok?"
spam,Ur balance is now £500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!,"Seu saldo agora é de £500. Sua próxima pergunta é: Quem cantou 'Uptown Girl' nos anos 80? Para responder, envie sua RESPOSTA por SMS para 83600. Boa sorte!"
ham,My exam is for february 4. Wish you a great day.,Minha prova é dia 4 de fevereiro. Tenha um ótimo dia.
ham,I dont know what to do to come out of this so only am ask questions like this dont mistake me.,"Não sei o que fazer para sair dessa situação, por isso só faço perguntas como essa, não me interpretem mal."
ham,"Aight no rush, I'll ask jay","Beleza, sem pressa, vou perguntar pro Jay."
ham,Good Morning plz call me sir,"Bom dia, por favor, me ligue, senhor."
ham,It's ok lar. U sleep early too... Nite...,"Tudo bem, Lar. Você também dorme cedo... Boa noite..."
ham,"Oh... Icic... K lor, den meet other day...","Oh... Icic... Ok, então nos encontramos outro dia..."
ham,"Oh ! A half hour is much longer in Syria than Canada, eh ? Wow you must get SO much more work done in a day than us with all that extra time ! *grins*","Nossa! Meia hora parece muito mais tempo na Síria do que no Canadá, né? Uau, vocês devem conseguir fazer MUITO mais trabalho em um dia do que nós, com todo esse tempo extra! *sorri*"
ham,"Sometimes we put walls around our hearts,not just to be safe from getting hurt.. But to find out who cares enough to break the walls &amp; get closer.. GOODNOON:)","Às vezes, construímos muros ao redor do nosso coração, não apenas para nos protegermos de sermos magoados, mas também para descobrir quem se importa o suficiente para derrubar esses muros e se aproximar. Boa tarde!"
ham,"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that","Legal, talvez a gente vá ou não à 4U para conhecer o Carlos, então vamos ver se a Patty tem interesse nisso."
ham,Then she buying today? Ü no need to c meh...,Então ela vai comprar hoje? Não precisa me ver...
ham,Aight sorry I take ten years to shower. What's the plan?,"Certo, desculpa, levo uma eternidade para tomar banho. Qual é o plano?"
ham,Every monday..nxt week vl be completing..,Toda segunda-feira... na próxima semana estará concluído...
ham,Might ax well im there.,Talvez eu pergunte se estou lá.
ham,Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay,"Relaxe por mais 6 horas. Se você conseguir dormir, a dor não é uma emergência cirúrgica, então veja como as coisas se desenvolvem. Ok."
ham,Yeah I'll try to scrounge something up,"Sim, vou tentar arranjar alguma coisa."
ham,Crazy ar he's married. Ü like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.,"Que loucura, ele é casado. Eu gosto de caras bonitos, mas não sou assim. Minhas amigas dizem que ele é o favorito da Leona coreana, mas acho que não. Depois de pensar um pouco, talvez eu vá."
ham,Were somewhere on Fredericksburg,Estávamos em algum lugar em Fredericksburg
ham,Que pases un buen tiempo or something like that,Que pases un buen tiempo ou algo parecido
ham,Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired,Posso passar a noite aqui? O Xavier tem um saco de dormir e eu estou ficando com sono.
ham,She doesnt need any test.,Ela não precisa fazer nenhum exame.
ham,"Nothing much, chillin at home. Any super bowl plan?","Nada demais, relaxando em casa. Algum plano para o Super Bowl?"
spam,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 £3/wk","Foto sexy da Jordan para o Dia de São Jorge GRÁTIS! Envie a palavra PIC para 89080 e não perca! Toda semana, uma celebridade sensual! Mais fotos em PocketBabe.co.uk ou 0870241182716. £3/semana."
ham,Bugis oso near wat...,Bugis oso perto de wat...
ham,Yo theres no class tmrw right?,"Ei, não tem aula amanhã, né?"
ham,Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM,"Que seu coração seja sua bússola, sua mente seu mapa, sua alma seu guia, e você nunca se perderá no mundo... gnun - Enviado via WAY2SMS.COM"
ham,"Goodnight, sleep well da please take care pa. Please.","Boa noite, durma bem, por favor, cuide-se. Por favor."
ham,Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...,Meu amor! Que saudades! Onde você está? Tenho que ir dar aula às 5...
ham,Convey my regards to him,Transmita meus cumprimentos a ele.
ham,U ned to convince him tht its not possible witot hurting his feeling its the main,"Você precisa convencê-lo de que não é possível sem ferir seus sentimentos, esse é o principal."
ham,"Good afternoon loverboy ! How goes you day ? Any luck come your way? I think of you, sweetie and send my love across the sea to make you smile and happy","Boa tarde, meu amor! Como foi seu dia? Teve sorte? Estou pensando em você, querido, e envio meu amor através do oceano para te fazer sorrir e ser feliz."
ham,If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. And tell dad not to buy bb from anyone oh.,"Se eu começar a enviar Blackberry Torch para a Nigéria, você consegue encontrar um comprador para mim? Tipo, em 4 meses. E diga ao meu pai para não comprar Blackberry de ninguém."
ham,"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read...","<#> % das pessoas se casam com seus namorados... porque têm um bom entendimento que evita problemas. Enviei isso para você, você receberá boas notícias na sexta-feira da pessoa que você gosta. E amanhã será o melhor dia da sua vida. Não quebre essa corrente. Se você quebrar, você sofrerá. Envie isso para <#> amigos em <#> minutos quando você ler..."
ham,Yo dude guess who just got arrested the other day,"E aí, cara, adivinha quem foi preso outro dia?"
ham,Shuhui say change 2 suntec steamboat? U noe where? Where r u now?,Shuhui disse para mudar para o Suntec Steamboat? Você sabe onde? Onde você está agora?
ham,What does the dance river do?,O que faz o rio dançante?
ham,"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger.","Yetunde, me desculpe, mas eu e a Moji estamos muito ocupadas para ir às compras. Você poderia, por favor, encontrar outra maneira de conseguirmos o que você queria que comprássemos? Me perdoe. Você pode responder gratuitamente pelo Yahoo Messenger."
ham,Hey i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching tp mrt,"Ei, vou chegar bem atrasada... Quer ir para a aula primeiro? Eu vou com você. Só chego na estação de metrô."
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k","FANTASIAS AO VIVO QUENTES, ligue agora para 08707509020. Apenas 20 centavos por minuto. NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k"
ham,Bbq this sat at mine from 6ish. Ur welcome 2 come,Churrasco aqui em casa a partir das 18h. Fiquem à vontade para vir.
ham,"I don't know, same thing that's wrong everyso often, he panicks starts goin on bout not bein good enough …","Não sei, sempre acontece a mesma coisa, ele entra em pânico e começa a falar que não é bom o suficiente…"
ham,Alright. I'm out--have a good night!,Certo. Vou indo -- tenha uma boa noite!
ham,Did you try making another butt.,Você tentou fazer outra bunda?
ham,Hope you are feeling great. Pls fill me in. Abiola,"Espero que você esteja se sentindo bem. Por favor, me mantenha informado. Abiola"
ham,I though we shd go out n have some fun so bar in town or something – sound ok?,"Pensei que devíamos sair para nos divertir um pouco, então que tal um bar na cidade ou algo assim? Parece bom?"
ham,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",1) Vá para escrever mensagem. 2) Ative o modo Dicionário. 3) Cubra a tela com a mão. 4) Pressione <#>. 5) Retire a mão com cuidado. É interessante... :)
spam,"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324","Fotos de ursos Nick, Tom, Pete e... Dick. Na verdade, todos os tipos de bate-papo gay com upload de fotos. Ligue para 08718730666 (10 centavos/min). Mensagens de texto para 2 pessoas. Ligue para 08712460324."
spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION","500 celulares novos de 2004, IMPERDÍVEIS! Envie um SMS com a palavra NOKIA para o número 89545 e garanta o seu hoje mesmo! A partir de apenas £1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION"
ham,We're finally ready fyi,"Finalmente estamos prontos, para sua informação."
ham,Auntie huai juan never pick up her phone,Tia Huai Juan nunca atende o telefone.
spam,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,Minutos e SMS em dobro e aluguel de linha pela metade do preço nos celulares Bluetooth mais recentes da Orange. Ligue para MobileUpd8 para saber das ofertas mais recentes. 08000839402 ou ligue para call2optout/LF56
ham,"Ya tel, wats ur problem..","Ya tel, qual é o seu problema?"
spam,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,"O toque Nokia número 1 para o seu celular toda semana! Basta enviar NOK para 87021. O primeiro toque é GRÁTIS! Então, envie agora mesmo e conte para seus amigos. 150 centavos por toque. 16 respostas HL 4info"
ham,i dnt wnt to tlk wid u,Eu não quero falar com você.
ham,"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. ""paths are made by walking.. not by waiting.."" Goodnight!","Passamos nossos dias esperando que o caminho ideal apareça à nossa frente... Mas o que esquecemos é que... ""os caminhos se fazem caminhando... não esperando..."" Boa noite!"
ham,Its ok my arm is feeling weak cuz i got a shot so we can go another time,"Tudo bem, meu braço está fraco porque tomei uma injeção, então podemos ir outra hora."
ham,Please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve...i already see in net..no ticket available..i want to book ticket through tackle ..,"Por favor, reserve sua passagem de sábado à noite de Chennai para Thirunelvali e novamente de Tirunelvali para Chennai no domingo à noite... Eu já vi na internet e não há passagens disponíveis... Quero reservar a passagem pelo site da Tackle."
ham,"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@","Mensagem impactante: Quando você atende o telefone, você diz ""ALÔ"". Você sabe o verdadeiro significado de ALÔ? É o nome de uma garota! Sim... E você sabe quem é essa garota? ""Margaret Hello"". Ela é a namorada de Graham Bell, o inventor do telefone... Moral: Podemos esquecer o nome de uma pessoa, mas não o da namorada dela... Boa noite."
ham,That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?,Tudo bem. Eu entrei para perguntar sobre uma coisa e ela disse que você esteve aqui. Você estará por perto hoje à noite quando essa garota vier?
ham,All e best 4 ur exam later.,Desejo tudo de bom para sua prova mais tarde.
ham,Hope ur head doesn't hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.,"Espero que sua cabeça não esteja doendo muito! Estou passando por uma pilha de roupas para passar! Vou ficar em casa com uma amiga hoje à noite, pode vir se quiser."
ham,Oh k.i think most of wi and nz players unsold.,"Ah, ok. Acho que a maioria dos jogadores de Wisconsin e Nova Zelândia não foram vendidos."
ham,"Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight.","Haha... Onde é que se perde peso tão rápido? Acho que só depois de um mês já faz efeito... Nossa, depois a gente recupera todo o peso."
ham,"I wonder how you got online, my love ? Had you gone to the net cafe ? Did you get your phone recharged ? Were you on a friends net ? I think of you, boytoy","Como você conseguiu acessar a internet, meu amor? Foi a uma lan house? Recarregou o celular? Estava na internet de algum amigo? Penso em você, meu garotinho."
ham,"Haha just kidding, papa needs drugs","Haha, brincadeira, papai precisa de drogas."
ham,"Thk shld b can... Ya, i wana go 4 lessons... Haha, can go for one whole stretch...","Acho que posso... Sim, quero fazer 4 aulas... Haha, posso fazer um treino completo..."
ham,Oh ok..,"Oh, OK.."
ham,R we still meeting 4 dinner tonight?,Ainda vamos jantar hoje à noite?
ham,Thats cool! I am a gentleman and will treat you with dignity and respect.,Que legal! Sou um cavalheiro e a tratarei com dignidade e respeito.
ham,Shall i start from hear.,Devo começar por aqui?
ham,Then we wait 4 u lor... No need 2 feel bad lar...,Então esperamos por você... Não precisa se sentir mal...
ham,No did you check? I got his detailed message now,"Não, você verificou? Eu recebi a mensagem detalhada dele agora."
